name,state_id,zips
Anchorage,2,99518 99515 99517 99516 99513 99540 99567 99587 99508 99506 99507 99504 99505 99502 99503 99501 99577 99509 99511 99514 99520 99521 99522 99523 99524 99529 99530 99599
Fairbanks,2,99701 99703 99707
Juneau,2,99824 99801 99802 99803 99811 99812 99821 99850
Badger,2,99705 99711
Knik-Fairview,2,99654
College,2,99709 99775
Wasilla,2,99654
Ketchikan,2,99901 99950
Tanaina,2,99654
Kodiak,2,99615 99619
Kalifornsky,2,99610 99611 99669
Sitka,2,99835
Meadow Lakes,2,99688 99654
Kenai,2,99611
Steele Creek,2,99712 99710
Palmer,2,99645
Soldotna,2,99669
Gateway,2,99645 99654
Fishhook,2,99645 99654
Bethel,2,99559
Chena Ridge,2,99709
Homer,2,99603
Farmers Loop,2,99712
Sterling,2,99672 99669
Utqiagvik,2,99723
Unalaska,2,99692 99685
Nikiski,2,99611 99635
Butte,2,99645
Nome,2,99762
Valdez,2,99686
Goldstream,2,99709 99708 99725
Kotzebue,2,99752
Eielson AFB,2,99702
Petersburg,2,99833
Seward,2,99664
Ridgeway,2,99611 99669
Big Lake,2,99652
Wrangell,2,99903 99929
Deltana,2,99737 99731
Houston,2,99694 99652
Dillingham,2,99576
Cordova,2,99574
Anchor Point,2,99556
North Pole,2,99705
Fritz Creek,2,99603
Willow,2,99688
Haines,2,99827
Prudhoe Bay,2,99519 99734
Metlakatla,2,99926
Lazy Mountain,2,99645
Ester,2,99709
Kodiak Station,2,99615
Sutton-Alpine,2,99674
Funny River,2,99669
Tok,2,99780
Point MacKenzie,2,99654
Craig,2,99921
Diamond Ridge,2,99603
Talkeetna,2,99676
Hooper Bay,2,99604
Cohoe,2,99610 99568
Bear Creek,2,99664
Farm Loop,2,99645
Chevak,2,99563
Susitna North,2,99688 99676
Sand Point,2,99661
Skagway,2,99840
Akutan,2,99553
Salcha,2,99714
King Cove,2,99612
Salamatof,2,99611
Buffalo Soapstone,2,99645
Healy,2,99755 99743
Delta Junction,2,99737
Womens Bay,2,99615
Mountain Village,2,99632
Denali Park,2,99755
Knik River,2,99645
Togiak,2,99678
Selawik,2,99770
Ninilchik,2,99639
Emmonak,2,99581
Moose Creek,2,99705
Hoonah,2,99829
Klawock,2,99925
Alakanuk,2,99554
Kwethluk,2,99621
Kasilof,2,99610
Point Hope,2,99766
Quinhagak,2,99655
Savoonga,2,99769
Gambell,2,99742
Unalakleet,2,99684
Noorvik,2,99763
Tuntutuliak,2,99680
Toksook Bay,2,99637
Two Rivers,2,99712
Yakutat,2,99689
Kotlik,2,99620
Pilot Station,2,99650
Pleasant Valley,2,99712 99716
Shishmaref,2,99772
Happy Valley,2,99556 99639
Wainwright,2,99782
Stebbins,2,99671
Akiachak,2,99551
St. Mary's,2,99658
Big Delta,2,99737
Aniak,2,99557
Kake,2,99830
Kasigluk,2,99609
Scammon Bay,2,99662
Fort Yukon,2,99740
Nunapitchuk,2,99641
Fox River,2,99603
Kipnuk,2,99614
New Stuyahok,2,99636
South Van Horn,2,99709 99701
Kachemak,2,99603
St. Paul,2,99660
Cooper Landing,2,99572
Chefornak,2,99561
Naknek,2,99633
Thorne Bay,2,99919
Marshall,2,99585
Angoon,2,99820
Galena,2,99741
Fox,2,99712
Gustavus,2,99826
Manokotak,2,99628
Kongiganak,2,99559
Nuiqsut,2,99789
Buckland,2,99727
Noatak,2,99761
St. Michael,2,99659
Glennallen,2,99588
Napaskiak,2,99559
Brevig Mission,2,99785
Tununak,2,99681
Kwigillingok,2,99622
Tyonek,2,99682
Akiak,2,99552
Saxman,2,99901
Hydaburg,2,99922
Kivalina,2,99750
Tazlina,2,99588 99573
Napakiak,2,99634
Koyuk,2,99753
King Salmon,2,99613
Trapper Creek,2,99683
Nenana,2,99760
Russian Mission,2,99657
Anaktuvuk Pass,2,99721
Elim,2,99739
Anderson,2,99704 99760 99744
Kiana,2,99749
Adak,2,99546
Tuluksak,2,99679
Nightmute,2,99690
McGrath,2,99627
Eek,2,99578
Newtok,2,99559
Moose Pass,2,99631
Lower Kalskag,2,99626
Goodnews Bay,2,99589
Seldovia,2,99663
Mentasta Lake,2,99780 99586
Shungnak,2,99773
Ambler,2,99786
Shaktoolik,2,99771
Huslia,2,99746
Kaktovik,2,99747
Tanana,2,99777
Atqasuk,2,99791
Nikolaevsk,2,99556
Copper Center,2,99573
Mosquito Lake,2,99827
Nulato,2,99765
Teller,2,99778
Upper Kalskag,2,99607
Clam Gulch,2,99568
Point Lay,2,99759
Tetlin,2,99780
Glacier View,2,99674
Aleknagik,2,99555 99576
Old Harbor,2,99643
Nanwalek,2,99603
Chickaloon,2,99674
Nunam Iqua,2,99666
Whittier,2,99693 99686
Mekoryuk,2,99630
Koliganek,2,99576
White Mountain,2,99784
Grayling,2,99590
Hollis,2,99921
Atmautluak,2,99559
Newhalen,2,99640 99606
Arctic Village,2,99740 99722
Port Lions,2,99550
Kokhanok,2,99606
Cantwell,2,99729
Port Graham,2,99603
Lowell Point,2,99664
Minto,2,99758
Coffman Cove,2,99918
Alcan Border,2,99764
Kaltag,2,99748
Holy Cross,2,99602
Golovin,2,99762
Allakaket,2,99720
Seldovia Village,2,99663
Lutak,2,99827
Coldfoot,2,99701
Pitkas Point,2,99658
Ruby,2,99768
Harding-Birch Lakes,2,99714
Gakona,2,99586
Kobuk,2,99751
Ouzinkie,2,99644
Tanacross,2,99780 99776
Wales,2,99783
Fort Greely,2,99737
Tenakee Springs,2,99841
Kenny Lake,2,99573
Port Alsworth,2,99653
Nondalton,2,99640
Ekwok,2,99580
Chuathbaluk,2,99557
Naukati Bay,2,99921
Cold Bay,2,99571
Venetie,2,99781
Deering,2,99736
Diomede,2,99762
Dry Creek,2,99737
Nelchina,2,99588
Mud Bay,2,99827
Port Heiden,2,99549
Chalkyitsik,2,99788
Egegik,2,99579
Northway,2,99764
St. George,2,99591
Primrose,2,99664
Perryville,2,99648
Sleetmute,2,99668
Oscarville,2,99559
Koyukuk,2,99754
Halibut Cove,2,99603
Chignik,2,99564
Pelican,2,99832
Nikolai,2,99691
Nelson Lagoon,2,99571
Red Dog Mine,2,99752
Gulkana,2,99586 99588
Larsen Bay,2,99624 99615
Eagle,2,99738
Hughes,2,99745
Anvik,2,99558
Atka,2,99547
Chistochina,2,99586
Shageluk,2,99665
Crooked Creek,2,99575
Crown Point,2,99664 99631
Silver Springs,2,99573
Tatitlek,2,99677
Takotna,2,99627 99675
Klukwan,2,99827
Igiugig,2,99613
Beaver,2,99724
Hope,2,99605
Chignik Lagoon,2,99565
Akhiok,2,99615
Chenega,2,99574
Platinum,2,99651
Twin Hills,2,99678
Levelock,2,99625
Pilot Point,2,99649
Circle,2,99733
Whitestone,2,99737
Clark's Point,2,99569
Chitina,2,99566
Rampart,2,99767
Iliamna,2,99606
Port Alexander,2,99836
Chignik Lake,2,99548
Kasaan,2,99919
Eagle Village,2,99738
South Naknek,2,99670
Port Clarence,2,99778
Manley Hot Springs,2,99756
False Pass,2,99583
Tonsina,2,99573
Edna Bay,2,99921
Central,2,99730
Stony River,2,99557
Covenant Life,2,99827
Dot Lake Village,2,99737
Sunrise,2,99605
Excursion Inlet,2,99827
Pedro Bay,2,99647
Whale Pass,2,99921
Skwentna,2,99667
Karluk,2,99615 99608
Aleneva,2,99615
Kupreanof,2,99833
Mendeltna,2,99588
Nikolski,2,99638
Lake Minchumina,2,99757
Ferry,2,99760 99743
Red Devil,2,99656
Attu Station,2,
Stevens Village,2,99774
Hyder,2,99923
Lime Village,2,99557
Alatna,2,99720
Bettles,2,99726
Chicken,2,99732
Livengood,2,99790
Evansville,2,99726
Wiseman,2,99701
Ugashik,2,99649
Healy Lake,2,99706
Beluga,2,99682
Birch Creek,2,99730
Elfin Cove,2,99825
Four Mile Road,2,99760
Portage Creek,2,99576
Birmingham,1,35218 35214 35215 35217 35210 35211 35212 35213 35243 35242 35224 35221 35222 35228 35203 35207 35206 35205 35204 35209 35208 35254 35068 35061 35234 35235 35233 35201 35202 35220 35232 35237 35238 35246 35249 35255 35259 35261 35270 35282 35283 35285 35287 35290 35291 35292 35294 35295 35297 35298
Huntsville,1,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899
Mobile,1,36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36571 36601 36628 36633 36640 36641 36644 36652 36660 36670 36675 36689 36691
Montgomery,1,36064 36112 36113 36110 36111 36117 36115 36116 36108 36105 36104 36106 36109 36107 36101 36114 36118 36120 36121 36123 36124 36125 36130 36131 36132 36135 36140 36141 36142 36177 36191
Tuscaloosa,1,35475 35476 35405 35404 35406 35401 35403 35407 35486 35487
Auburn,1,36849 36832 36830 36831
Hoover,1,35216 35244 35242 35080 35226 35236 35260
Florence,1,35633 35630 35631 35632
Anniston,1,36201 36206 36207 36205 36204
Dothan,1,36303 36301 36305 36321 36302 36304
Daphne,1,36527 36526
Decatur,1,35603 35601 35602 35609
Gadsden,1,35901 35903 35904 35902
Madison,1,35758 35756
Enterprise,1,36330 36331
Albertville,1,35951 35950
Foley,1,36535 36530 36536
Phenix City,1,36869 36867 36868
Prattville,1,36066 36067 36068
Vestavia Hills,1,35216 35243 35242 35266 35288
Alabaster,1,35114 35007 35144
Athens,1,35611 35613 35612
Opelika,1,36804 36801 36803
Bessemer,1,35022 35020
Northport,1,35473 35475 35476 35452
Homewood,1,35229 35209 35219 35293
Pelham,1,35043 35124
Fairhope,1,36532
Trussville,1,35235 35173
Prichard,1,36616 36610 36613 36612 36663
Oxford,1,36260 36203 36253
Mountain Brook,1,35213 35243 35223 35253
Valley,1,36854 36872
Helena,1,35022 35080
Cullman,1,35058 35057 35055 35056
Selma,1,36703 36701 36702
Troy,1,36079 36081 36082
Tillmans Corner,1,36582 36619
Sylacauga,1,35151 35150
Center Point,1,35215
Millbrook,1,36054 36022
Talladega,1,35160 35161
Hueytown,1,35023 35061
Calera,1,35040
Saraland,1,36571
Muscle Shoals,1,35661 35662
Hartselle,1,35640
Scottsboro,1,35768 35769
Alexander City,1,35010 35011
Ozark,1,36360 36361
Gardendale,1,35071 35119
Chelsea,1,35051 35043
Fort Payne,1,35967 35968
Pell City,1,35125 35128
Jasper,1,35503 35504 35501 35502
Moody,1,35094 35173 35004 35120
Irondale,1,35210 35015
Gulf Shores,1,36542 36547
Jacksonville,1,36265
Leeds,1,35094 35173
Eufaula,1,36027 36072
Saks,1,36201 36206 36202
Fairfield,1,35064
Pike Road,1,36064 36013 36116
Clay,1,35173 35126
Robertsdale,1,36567
Russellville,1,35654 35653
Boaz,1,35957 35956
Rainbow City,1,35906
Pleasant Grove,1,35127
Meadowbrook,1,35242
Bay Minette,1,36507
Fultondale,1,35217 35119 35068
Spanish Fort,1,36507 36527 36578 36577
Atmore,1,36502 36503 36504
Forestdale,1,35214 35005 35231
Southside,1,35907
Sheffield,1,35660
Clanton,1,35045 35046
Andalusia,1,36420 36421
Guntersville,1,35976
Wetumpka,1,36093 36092
Tuscumbia,1,35674
Arab,1,35016
Tuskegee,1,36088 36083 36087
Greenville,1,36037
Brook Highland,1,35242
Pinson,1,35215 35126 35123
Meridianville,1,35773 35750 35759
Moores Mill,1,35810 35811 35759
Lincoln,1,35160 35096
Montevallo,1,35115
Brewton,1,36426 36427
Demopolis,1,36732 36742
Hamilton,1,35570
Oneonta,1,35121
Opp,1,36467
Theodore,1,36590 36582
Orange Beach,1,36561 36530
Grayson Valley,1,35235
Satsuma,1,36572
Lanett,1,36863
Tarrant,1,35217
Roanoke,1,36274
Harvest,1,35749
Attalla,1,35954
Monroeville,1,36460 36461
Chickasaw,1,36611 36671
Semmes,1,36613 36575
Highland Lakes,1,35242
Smiths Station,1,36877
Fort Rucker,1,36362
Brent,1,35042 35034
Margaret,1,35112 35120
Rainsville,1,35986
Daleville,1,36322
Glencoe,1,35903 35905
Midfield,1,35221 35228
Childersburg,1,35044 35014
Headland,1,36345
Lake View,1,35111
Jackson,1,36545
Columbiana,1,35051
Union Springs,1,36089
Piedmont,1,36272
Winfield,1,35594
Tallassee,1,36078
Pine Level,1,36067 36022
Holtville,1,36092 36022
Redland,1,36093
Mount Olive,1,35117
Argo,1,35173 35120
Springville,1,35146
Priceville,1,35603
Geneva,1,36340
Adamsville,1,35214 35005 35060 35073
Fayette,1,35555
Hokes Bluff,1,35903 35905
Woodstock,1,35188 35111
Haleyville,1,35565
Alexandria,1,36265 36250
Holt,1,35404
Hazel Green,1,35750
Grand Bay,1,36541
Odenville,1,35146 35120
Citronelle,1,36522
Thomasville,1,36784
Elba,1,36323
Centre,1,35960
Sumiton,1,35062 35148
Kimberly,1,35071 35091 35116
Valley Grande,1,36703 36701
Evergreen,1,36401
Emerald Mountain,1,36093 36078
Hanceville,1,35077
Heflin,1,36264
Ladonia,1,36870 36869
Kinsey,1,36303 36345
West End-Cobb Town,1,36201
Livingston,1,35470
Moulton,1,35650
Warrior,1,35180
Underwood-Petersville,1,35633
Cottondale,1,35404 35453
Marion,1,36756
Red Bay,1,35582
Weaver,1,36277
Dadeville,1,36853
Loxley,1,36551 36527 36578
Choccolocco,1,36207 36254
New Hope,1,35760
La Fayette,1,36862
Clayton,1,36016
Brighton,1,35020
Luverne,1,36049
Jemison,1,35085
Point Clear,1,36564 36532
Moundville,1,35474
Centreville,1,35042
Eutaw,1,35462
Whitesboro,1,35956
Huguley,1,36863
Hartford,1,36344
Carlisle-Rockledge,1,35956 35954
Abbeville,1,36310
Indian Springs Village,1,35242 35124
Bayou La Batre,1,36544 36509
Trinity,1,35673
Taylor,1,36301 36305
Riverside,1,35135 35125
Ashville,1,35953 35987
Henagar,1,35978
Good Hope,1,35057 35055 35077
Midland City,1,36350
East Brewton,1,36426
Bridgeport,1,35740
Guin,1,35563
Greensboro,1,36744
Aliceville,1,35442
Lineville,1,36266
York,1,36925
Uniontown,1,36786
Vincent,1,35178
Ashford,1,36312
Morris,1,35071 35116
Lipscomb,1,35020
Owens Cross Roads,1,35763
Smoke Rise,1,35180
Graysville,1,35073
Cowarts,1,36303 36321
Thorsby,1,35171
Wilsonville,1,35186
Creola,1,36525
Collinsville,1,35961
Level Plains,1,36330 36322
Stevenson,1,35772
Florala,1,36442
Dora,1,35130 35062
Brundidge,1,36010
Slocomb,1,36375 36349
Ashland,1,36251
Sylvania,1,35988 35968
Carbon Hill,1,35549
Lookout Mountain,1,35904
Linden,1,36748
Crossville,1,35962
Samson,1,36477
Vernon,1,35592
Cordova,1,35550
Brookwood,1,35444
Sulligent,1,35586
Cedar Bluff,1,35959
Selmont-West Selmont,1,36703 36701
Sardis City,1,35956
Camden,1,36726
Elberta,1,36530
Grove Hill,1,36451
Lillian,1,36549
Harpersville,1,35078
Westover,1,35078 35147 35185
Ragland,1,35131
Butler,1,36904
Summerdale,1,36535 36580
Blountsville,1,35031
Coaling,1,35453 35449
Rehobeth,1,36301
Vance,1,35188 35490
Stewartville,1,35151 35183
Marbury,1,36022 36051
Concord,1,35023
Gordo,1,35466
Georgiana,1,36033
Ballplay,1,35903 36272
Reform,1,35481
Rock Creek,1,35023
Mount Vernon,1,36560
Sylvan Springs,1,35118
Blue Ridge,1,36093
Webb,1,36376 36321
Ardmore,1,35739
Malvern,1,36375 36301 36305
Newton,1,36371 36352 36360
Stapleton,1,36578
Flomaton,1,36441
Fayetteville,1,35151 35044
Shoal Creek,1,35242 35094
Coats Bend,1,35901
Elmore,1,36022 36025
Munford,1,36268
Hayden,1,35180 35079
Dauphin Island,1,36528
Redstone Arsenal,1,35808
Brookside,1,35214 35117 35036
Goodwater,1,35072
Cleveland,1,35049 35121
Coosada,1,36054 36020
Clio,1,36017
New Brockton,1,36351
Hackleburg,1,35564
Falkville,1,35622
Cottonwood,1,36320
West Blocton,1,35184
Rogersville,1,35652
Deatsville,1,36054 36022
Bon Secour,1,36511 36535
Tidmore Bend,1,35901
Locust Fork,1,35097
Chatom,1,36518
Axis,1,36505
Silverhill,1,36576
Fort Deposit,1,36032
Frisco City,1,36445
Ohatchee,1,36271
New Market,1,35761
Berry,1,35546
Steele,1,35987
Phil Campbell,1,35581
Bear Creek,1,35581 35543
Double Springs,1,35553
Fyffe,1,35971
Town Creek,1,35672
Egypt,1,35952 35956
Leesburg,1,35983
Eclectic,1,36024
Cherokee,1,35616
Littleville,1,35674 35654
Hollywood,1,35769 35752
Millport,1,35576
Sterrett,1,35147 35178
Powell,1,35986 35971
Leroy,1,36548
Coker,1,35452
Dunnavant,1,35094 35176
Killen,1,35645
Camp Hill,1,36850
Vandiver,1,35147 35176
Triana,1,35756
Carrollton,1,35447
Parrish,1,35580
Grant,1,35747
Altoona,1,35952
Geraldine,1,35974
Ivalee,1,35954
Shelby,1,35051 35143
Mosses,1,36040
Brilliant,1,35594 35548
Autaugaville,1,36003
Brantleyville,1,35114
Pine Hill,1,36769
White Plains,1,36207
Mignon,1,35150
Minor,1,35224
Snead,1,35952
Skyline,1,35768 35776
Gallant,1,35972
New Union,1,35956
Jacksons' Gap,1,36861
Holly Pond,1,35055 35083
Magnolia Springs,1,36535 36555
Notasulga,1,36866
Gurley,1,35748
Mulga,1,35005 35118
Hollins,1,35072
Perdido,1,36562
Wedowee,1,36278
Hayneville,1,36040
Douglas,1,35957 35980 35964
Susan Moore,1,35952 35031 35121
Somerville,1,35670 35640
Brantley,1,36009
New Site,1,36256
Leighton,1,35646
Hobson City,1,36203 36201
White Hall,1,36785 36752 36040
South Vinemont,1,35058 35179
Section,1,35771
Ariton,1,36311
Edgewater,1,35224
Columbia,1,36319
Oakman,1,35579
Woodville,1,35776
Addison,1,35540
Ider,1,35981 35978
Wadley,1,36276
Lexington,1,35648
Walnut Grove,1,35952 35990
Maplesville,1,36750
Pisgah,1,35765
Our Town,1,35010
Wilton,1,35187 35115
Hollis Crossroads,1,36264 36258
St. Florian,1,35634
Bristow Cove,1,35956
Joppa,1,35016 35087
Allgood,1,35013 35121
Perdido Beach,1,36530
Lynn,1,35565 35575
Excel,1,36460 36439
Pinckard,1,36371
Reece City,1,35954
Stockton,1,36507 36579
Dodge City,1,35057 35077
North Courtland,1,35618
Baileyton,1,35019
Trafford,1,35180 35172
West Point,1,35057 35179
Calvert,1,36513 36560
Babbie,1,36467 36421
Hurtsboro,1,36860
Courtland,1,35618
Forkland,1,36740
Clayhatchee,1,36322
Pickensville,1,35447
McDonald Chapel,1,35224
Sand Rock,1,35983
Belle Fontaine,1,36582
Grimes,1,36303 36350
Valley Head,1,35989
Kinston,1,36453
Castleberry,1,36432
River Falls,1,36474 36476 36421
Oak Grove,1,35151 35150
Hillsboro,1,35643
Newville,1,36353
Franklin,1,36083
Elkmont,1,35620
Avon,1,36312
Lockhart,1,36442 36455
Garden City,1,35077 35070
Eva,1,35621
Millry,1,36558
Hammondville,1,35989
Rock Mills,1,36274
Lisman,1,36912
McKenzie,1,36456
Glen Allen,1,35559 35594 35554
Red Level,1,36474
Nances Creek,1,36265 36272
Midway,1,36053
Bellamy,1,35470 36901
Fairview,1,35058
Louisville,1,36048
Berlin,1,35055
Rutledge,1,36049 36071
St. Stephens,1,36569
Rockford,1,35136
Silas,1,36919
Hytop,1,35768
Kennedy,1,35574
West Jefferson,1,35130 35005 35062
Hackneyville,1,35072 35010
Hissop,1,35010 35089
Highland Lake,1,35121
Pleasant Groves,1,35776
Sipsey,1,35584 35063
Ranburne,1,36273
Shorter,1,36075
Twin,1,35563 35548
Vinegar Bend,1,36584
Thomaston,1,36783
Maytown,1,35005 35118
Mentone,1,35984
Vina,1,35593
Malcolm,1,36553 36556
Arley,1,35541
Napier Field,1,36303
Nectar,1,35049 35079
Epes,1,35460
Akron,1,35441
Gordon,1,36343
Coffeeville,1,36524
Dozier,1,36028
Rosa,1,35121
Uriah,1,36480
Dutton,1,35744
Ray,1,35010
Weogufka,1,35183
Carolina,1,36420
Cuba,1,36907
Vredenburgh,1,36481
Madrid,1,36375 36320
Colony,1,35077
Pine Ridge,1,35968
Hodges,1,35571
Delta,1,36258
Shiloh,1,35986
Fruithurst,1,36262
Whatley,1,36482
Boligee,1,35443
Gordonville,1,36040
Beatrice,1,36425
Reeltown,1,36078 36866
Waldo,1,35160
Boykin,1,36720 36723
Anderson,1,35610
County Line,1,35172
Langston,1,35755
Gulfcrest,1,36521
East Point,1,35058 35055
Repton,1,36475
Heath,1,36421
Goshen,1,36035
Morrison Crossroads,1,36280
Sanford,1,36420 36421
Bakerhill,1,36027
Fulton,1,36446 36451
Sweet Water,1,36782
Cullomburg,1,36919
Fredonia,1,36855 36863
Horn Hill,1,36467
Chunchula,1,36521
Detroit,1,35552
Gantt,1,36038 36421
McIntosh,1,36553
Coffee Springs,1,36318
Kansas,1,35549 35501 35573
Daviston,1,36256
Union,1,35462
Pennington,1,36916
Belk,1,35545 35574 35555
Black,1,36314
Nauvoo,1,35578
Yellow Bluff,1,36769
Macedonia,1,35461
Kellyton,1,35089
Loachapoka,1,36832 36865
Paint Rock,1,35764 35776
Waterloo,1,35677
Providence,1,36748 36742
Edwardsville,1,36262 36272 36261
Gilbertown,1,36908
Eunola,1,36340
Beaverton,1,35544
Spring Garden,1,36272 36275
Millerville,1,35072 36251 36267
Onycha,1,36467
Gainesville,1,35464
Glenwood,1,36034
Woodland,1,36280
Riverview,1,36426
Spruce Pine,1,35585 35581
Abanda,1,36276
Broomtown,1,35973
Gu-Win,1,35563 35594
Newbern,1,36765
Standing Rock,1,36855
Orrville,1,36767
Banks,1,36005
Talladega Springs,1,35151
Hobson,1,36518
Geiger,1,35459
Peterman,1,36471
North Johns,1,35006
Waverly,1,36879
Five Points,1,36855
Billingsley,1,36006
Gaylesville,1,35973
Pollard,1,36441
Pine Apple,1,36768
Lester,1,35647
Deer Park,1,36584 36529
Cusseta,1,36852
Toxey,1,36921
Eldridge,1,35554
Myrtlewood,1,36763
Libertyville,1,36420
Ridgeville,1,35954
Fairford,1,36553
Bon Air,1,35150 35044 35032
Fruitdale,1,36539
Haleburg,1,36319
Penton,1,36862
Lowndesboro,1,36752
Faunsdale,1,36738
Blue Springs,1,36374 36017
Movico,1,36560
Needham,1,36915 36921
Tibbie,1,36583
Union Grove,1,35175
Ethelsville,1,35461
Hatton,1,35672
Mooresville,1,35649
Petrey,1,36049 36062
Cardiff,1,35073
Goldville,1,36255 36256
Emelle,1,35459
Dayton,1,36738 36748
Graham,1,36263
Putnam,1,36784
Benton,1,36785 36752
Panola,1,35477
Natural Bridge,1,35575 35577
Belgreen,1,35653
Carlton,1,36545
Nanafalia,1,36782 36764
Memphis,1,35442
Oak Hill,1,36768 36766
Megargel,1,36445
Bucks,1,36512 36560
Rockville,1,36545
McMullen,1,35442
Little Rock,4,72211 72210 72212 72223 72209 72202 72201 72206 72207 72204 72205 72103 72227 72215 72217 72219 72222 72225 72231 72255 72260 72295
Fayetteville,4,72704 72703 72701 72702
Fort Smith,4,72901 72904 72908 72903 72923 72916 72905 72906 72913 72914 72917 72918 72919
Springdale,4,72764 72762 72765 72766
Jonesboro,4,72467 72404 72401 72402 72403 72405
Conway,4,72032 72035 72034
Rogers,4,72758 72756 72718 72716 72757
North Little Rock,4,72113 72116 72114 72118 72117 72115 72124 72190 72199 72214
Hot Springs,4,71901 71913 71902 71914
Bentonville,4,72712
Pine Bluff,4,71602 71601 71603 71611 71612
Benton,4,72019 72015 72018 72158
Russellville,4,72802 72801 72811
Sherwood,4,72120 72076 72117 72216
Texarkana,4,71854
Paragould,4,72450 72451
Bella Vista,4,72714 72715
Jacksonville,4,72099 72076 72078
Searcy,4,72149 72143 72145
Cabot,4,72023
West Memphis,4,72301 72364 72303
Van Buren,4,72956 72957
Siloam Springs,4,72761
Bryant,4,72002 72022 72089
Maumelle,4,72113
El Dorado,4,71730 71731
Centerton,4,72712 72719
Blytheville,4,72315 72316
Hot Springs Village,4,71909 71910
Mountain Home,4,72653 72654
Harrison,4,72601 72602
Forrest City,4,72322 72335 72336
Marion,4,72364
Batesville,4,72501
Malvern,4,72104
Magnolia,4,71753 71754
Camden,4,71701
Arkadelphia,4,71923 71999 71998
Helena-West Helena,4,72390 72342
Clarksville,4,72830
Hope,4,71801 71802
Lowell,4,72745
Greenwood,4,72936
Monticello,4,71655 71656 71657
Stuttgart,4,72160
Beebe,4,72012
Wynne,4,72396
Newport,4,72112 72075
Farmington,4,72730
Osceola,4,72370
Trumann,4,72472
Heber Springs,4,72543 72545
Crossett,4,71635
Prairie Grove,4,72753 72730
Pocahontas,4,72455
Morrilton,4,72110
Walnut Ridge,4,72476
De Queen,4,71832
East End,4,72065 72206 72103
Pea Ridge,4,72751
Alma,4,72921
Greenbrier,4,72058
Warren,4,71671
Berryville,4,72616
Mena,4,71953
Ward,4,72007 72176
Cave Springs,4,72712 72718
Barling,4,72941 72923
Gibson,4,72120
White Hall,4,71602
Sheridan,4,72150
Rockwell,4,71913
Cherokee Village,4,72529
Vilonia,4,72173
Haskell,4,72015
Dardanelle,4,72834
Piney,4,71913
Ashdown,4,71822
Nashville,4,71852
Tontitown,4,72762 72770
Dumas,4,71639
Lonoke,4,72086
Austin,4,72007 72176
Gentry,4,72734
Shannon Hills,4,72002 72103
Southside,4,72501
Booneville,4,72927
Johnson,4,72704 72762 72741
Fordyce,4,71742
McGehee,4,71654
Brookland,4,72417
Ozark,4,72949 72820
Piggott,4,72454
Gravette,4,72739 72736
Elkins,4,72701 72727
Alexander,4,72002
Landmark,4,72206
Marianna,4,72360
Waldron,4,72958
Paris,4,72855
Manila,4,72442
Pottsville,4,72858 72802
Gosnell,4,72315 72319
Corning,4,72422
Atkins,4,72823
Dermott,4,71638
DeWitt,4,72042
Prescott,4,71857
Bald Knob,4,72010
Mountain View,4,72560
North Crossett,4,71635
Little Flock,4,72756
Bethel Heights,4,72764
Green Forest,4,72638
England,4,72046
West Fork,4,72774
Lake City,4,72437
Hamburg,4,71646
Hoxie,4,72433 72476
Brinkley,4,72021
Huntsville,4,72740
Clinton,4,72031
Bono,4,72416
Lincoln,4,72744
Elm Springs,4,72762 72728
Charleston,4,72933
Lavaca,4,72941
Prairie Creek,4,72756
Marked Tree,4,72365
Danville,4,72833
Mayflower,4,72106
Holiday Island,4,72631
Harrisburg,4,72432
Lake Hamilton,4,71913
Lake Village,4,71653
Fairfield Bay,4,72088
Earle,4,72331
Gassville,4,72635
Carlisle,4,72024
Wrightsville,4,72206 72183
Glenwood,4,71943
Horseshoe Bend,4,72512
Eureka Springs,4,72632
Gurdon,4,71743
Star City,4,71667
Judsonia,4,72081
Salem,4,72019
Augusta,4,72006
Bull Shoals,4,72619
Goshen,4,72703 72727 72735
Cave City,4,72521
Eudora,4,71640
McAlmont,4,72117
Melbourne,4,72573 72556
Leachville,4,72438
Bay,4,72411
Lepanto,4,72354
Decatur,4,72722
Calico Rock,4,72519
Rector,4,72461
Lamar,4,72846
Mulberry,4,72947
Smackover,4,71762
Tuckerman,4,72473
Kensett,4,72082
Monette,4,72447
Murfreesboro,4,71958
Des Arc,4,72040
Redfield,4,72132
McCrory,4,72101
Stamps,4,71860
Perryville,4,72126
Dover,4,72837
Cedarville,4,72932
Greenland,4,72701 72737
Clarendon,4,72029
Hazen,4,72064
Marshall,4,72650
Flippin,4,72634
Caraway,4,72419
Waldo,4,71770
Hampton,4,71744
Marmaduke,4,72443
Hughes,4,72348
Rison,4,71665
Ola,4,72853
Diaz,4,72112 72043
Avilla,4,72002
Newark,4,72562
Sulphur Springs,4,71603
West Crossett,4,71635
Yellville,4,72687
Mineral Springs,4,71851
Midway,4,72651
Lewisville,4,71845
Wooster,4,72058
Highland,4,72542
Ash Flat,4,72513
Mansfield,4,72944
Dierks,4,71833
Oak Grove Heights,4,72450
London,4,72847 72802
